primary_key,incident_number,report_type,report_type_description,incident_status_code,incident_status_description,investigation_status,incident_occurred,incident_reported,incident_location,latitude,longitude,zip_code,location_code,location_description,offense_number,offense_nibrs,offense_description,weapon_primary,weapon_description,victim_number,domestic_related,victim_type,victim_description,mapped_location,victim_gender,victim_race,victim_ethnicity,victim_county_resident
20230463504_11,20230463504,D,DISPATCHED,O,OPEN,Open,2023-08-07T22:30:00.000,2023-08-08T01:57:00.000,HART LN,36.22,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230058670_11,20230058670,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-01-28T10:00:00.000,2023-01-28T12:17:00.000,420 420,36.039,-86.717,37211,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230023303_11,20230023303,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-01-11T23:35:00.000,2023-01-12T00:49:00.000,738 738,36.193,-86.755,37207,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,U,Non-Hispanic,NON RESIDENT
20230025161_11,20230025161,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-01-12T18:30:00.000,2023-01-12T20:11:00.000,219 219,36.252,-86.715,37115,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230026612_11,20230026612,D,DISPATCHED,O,OPEN,Open,2023-01-13T01:00:00.000,2023-01-13T09:56:00.000,BONNARIDGE DR,36.2,-86.63,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230023303_12,20230023303,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-01-11T23:35:00.000,2023-01-12T00:49:00.000,738 738,36.193,-86.755,37207,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,NON RESIDENT
20230337959_11,20230337959,D,DISPATCHED,O,OPEN,Open,2023-06-08T12:00:00.000,2023-06-09T14:55:00.000,PIN HOOK,36.05,-86.61,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230176507_31,20230176507,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2023-03-24T12:00:00.000,2023-03-24T13:11:00.000,3005 3005,36.073,-86.618,37013,22,"RESIDENCE, HOME",3,220,BURGLARY- AGGRAVATED,17,NONE,1,TRUE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230184755_11,20230184755,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,2023-03-28T23:00:00.000,2023-03-29T02:18:00.000,4529 4529,36.009,-86.631,37013,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230006535_12,20230006535,D,DISPATCHED,O,OPEN,Open,2023-01-03T21:50:00.000,2023-01-04T11:30:00.000,NA,36.15,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230006535_11,20230006535,D,DISPATCHED,O,OPEN,Open,2023-01-03T21:50:00.000,2023-01-04T11:30:00.000,NA,36.15,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230342673_11,20230342673,D,DISPATCHED,O,OPEN,Open,2023-06-12T02:44:00.000,2023-06-12T12:11:00.000,DOUGLAS AV,36.19,-86.76,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230020095_11,20230020095,D,DISPATCHED,O,OPEN,Open,2023-01-09T23:30:00.000,2023-01-10T18:58:00.000,CRYSTAL SPRING LN,36.17,-86.61,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230006535_13,20230006535,D,DISPATCHED,O,OPEN,Open,2023-01-03T21:50:00.000,2023-01-04T11:30:00.000,NA,36.15,-86.78,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230028260_11,20230028260,D,DISPATCHED,O,OPEN,Open,2023-01-08T00:30:00.000,2023-01-14T01:50:00.000,CREEKSIDE DR,36.06,-86.7,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230020941_11,20230020941,D,DISPATCHED,O,OPEN,Open,2023-01-10T18:00:00.000,2023-01-11T02:22:00.000,APACHE TRL,36.07,-86.69,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230477791_11,20230477791,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-08-14T01:00:00.000,2023-08-14T04:42:00.000,205 205,36.092,-86.734,37211,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230475762_12,20230475762,D,DISPATCHED,O,OPEN,Open,2023-08-12T21:44:00.000,2023-08-12T22:45:00.000,APACHE TRL,36.07,-86.69,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,07,CLUB,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230029138_11,20230029138,D,DISPATCHED,O,OPEN,Open,2023-01-14T01:00:00.000,2023-01-14T17:15:00.000,OLD CLARKSVILLE,36.32,-86.91,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230029016_11,20230029016,D,DISPATCHED,O,OPEN,Open,2023-01-14T14:10:00.000,2023-01-14T21:43:00.000,MARSHALL HOLLOW,36.14,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,A,Non-Hispanic,RESIDENT
20230476673_11,20230476673,D,DISPATCHED,O,OPEN,Open,2023-08-13T11:00:00.000,2023-08-13T14:28:00.000,BUENA VISTA PKE,36.2,-86.82,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230409651_11,20230409651,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-07-11T19:00:00.000,2023-07-12T23:32:00.000,&,36.143,-86.704,37217,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230426076_11,20230426076,D,DISPATCHED,O,OPEN,Open,2023-07-20T08:00:00.000,2023-07-20T14:53:00.000,GILLETTE RD,36.06,-86.71,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230346746_12,20230346746,D,DISPATCHED,O,OPEN,Open,2023-06-13T04:00:00.000,2023-06-14T02:00:00.000,SEYMOUR AV,36.19,-86.75,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230348607_11,20230348607,D,DISPATCHED,O,OPEN,Open,2023-06-14T14:00:00.000,2023-06-14T22:00:00.000,BREWER CT,36.06,-86.73,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230343599_11,20230343599,D,DISPATCHED,O,OPEN,Open,2023-06-12T18:30:00.000,2023-06-12T19:00:00.000,WHITE AV,36.13,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230031868_11,20230031868,D,DISPATCHED,O,OPEN,Open,2023-01-16T03:45:00.000,2023-01-16T08:03:00.000,CLYDELAN CT,36.09,-86.87,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230022927_11,20230022927,D,DISPATCHED,O,OPEN,Open,2023-01-11T20:45:00.000,2023-01-11T22:35:00.000,TUCKER RD,36.22,-86.83,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230030601_11,20230030601,D,DISPATCHED,O,OPEN,Open,2023-01-15T15:20:00.000,2023-01-15T16:19:00.000,S 7TH ST,36.17,-86.76,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,U,Non-Hispanic,RESIDENT
20230334302_11,20230334302,D,DISPATCHED,O,OPEN,Open,2023-06-06T22:30:00.000,2023-06-07T21:04:00.000,PHILLIPS ST,36.17,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,NON RESIDENT
20230346746_11,20230346746,D,DISPATCHED,O,OPEN,Open,2023-06-13T04:00:00.000,2023-06-14T02:00:00.000,SEYMOUR AV,36.19,-86.75,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230027316_31,20230027316,D,DISPATCHED,O,OPEN,Open,2023-01-13T16:38:00.000,2023-01-13T17:21:00.000,HORTON AV,36.14,-86.79,NA,90,APARTMENT,3,220,BURGLARY- AGGRAVATED,01,HANDGUN,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230027316_32,20230027316,D,DISPATCHED,O,OPEN,Open,2023-01-13T16:38:00.000,2023-01-13T17:21:00.000,HORTON AV,36.14,-86.79,NA,90,APARTMENT,3,220,BURGLARY- AGGRAVATED,01,HANDGUN,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230489546_11,20230489546,D,DISPATCHED,O,OPEN,Open,2023-08-18T17:49:00.000,2023-08-18T18:40:00.000,CHARLIE PL,36.22,-86.82,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230483723_11,20230483723,D,DISPATCHED,O,OPEN,Open,2023-08-15T07:00:00.000,2023-08-16T13:03:00.000,INDUSTRIAL DR,36.26,-86.66,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230032765_11,20230032765,D,DISPATCHED,O,OPEN,Open,2023-01-16T22:21:00.000,2023-01-16T13:55:00.000,BUCK RUN DR,36.12,-86.63,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230023498_11,20230023498,D,DISPATCHED,O,OPEN,Open,2023-01-12T01:30:00.000,2023-01-12T03:08:00.000,AMALIE DR,36.05,-86.72,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,06,LETHAL/CUTTING INSTRUMENT,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230027073_11,20230027073,D,DISPATCHED,O,OPEN,Open,2023-01-13T09:35:00.000,2023-01-13T14:19:00.000,VERNON,36.16,-86.87,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230035708_11,20230035708,D,DISPATCHED,O,OPEN,Open,2023-01-17T22:45:00.000,2023-01-18T04:18:00.000,FAIN ST,36.15,-86.75,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,15,OTHER,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230338750_11,20230338750,S,SUSPECT,O,OPEN,Open,2023-06-09T21:00:00.000,2023-06-09T23:12:00.000,HILLSBORO PIKE,36.11,-86.81,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230057931_11,20230057931,D,DISPATCHED,O,OPEN,Open,2023-01-27T23:46:00.000,2023-01-27T23:46:00.000,47TH AV N,36.16,-86.84,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230348617_12,20230348617,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-14T19:30:00.000,2023-06-14T22:15:00.000,4501 4501,36.065,-86.686,37211,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230348617_11,20230348617,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-14T19:30:00.000,2023-06-14T22:15:00.000,4501 4501,36.065,-86.686,37211,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230348617_13,20230348617,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-14T19:30:00.000,2023-06-14T22:15:00.000,4501 4501,36.065,-86.686,37211,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230039899_11,20230039899,D,DISPATCHED,O,OPEN,Open,2023-01-19T11:27:00.000,2023-01-19T17:29:00.000,TARA DR,36.08,-86.82,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230037945_11,20230037945,D,DISPATCHED,O,OPEN,Open,2023-01-18T21:10:00.000,2023-01-18T22:58:00.000,NANCE LN,36.14,-86.75,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,06,LETHAL/CUTTING INSTRUMENT,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230463048_11,20230463048,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-08-07T18:00:00.000,2023-08-07T22:38:00.000,920 920,36.158,-86.784,37203,14,"HOTEL, MOTEL, ETC.",1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,NON RESIDENT
20230482440_21,20230482440,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-08-15T22:55:00.000,2023-08-16T00:01:00.000,2760 2760,36.069,-86.633,37013,22,"RESIDENCE, HOME",2,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230033027_11,20230033027,D,DISPATCHED,O,OPEN,Open,2023-01-16T05:00:00.000,2023-01-16T19:55:00.000,HICKORY CLUB DR,36.05,-86.64,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230038853_11,20230038853,D,DISPATCHED,O,OPEN,Open,2023-01-18T12:00:00.000,2023-01-19T07:37:00.000,TENNESSEE AV,36.16,-86.84,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230040474_11,20230040474,D,DISPATCHED,O,OPEN,Open,2023-01-19T18:20:00.000,2023-01-19T22:09:00.000,MANSFIELD ST,36.18,-86.75,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230340706_31,20230340706,D,DISPATCHED,O,OPEN,Open,2023-06-11T04:28:00.000,2023-06-11T07:13:00.000,CHARLES E DAVIS BLVD,36.15,-86.76,NA,22,"RESIDENCE, HOME",3,220,BURGLARY- AGGRAVATED,01,HANDGUN,1,TRUE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230065606_11,20230065606,D,DISPATCHED,O,OPEN,Open,2023-01-31T21:22:00.000,2023-01-31T22:57:00.000,MAGNOLIA RD,36.13,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230353019_11,20230353019,S,SUSPECT,O,OPEN,Open,2023-06-16T15:50:00.000,2023-06-16T18:26:00.000,WALLACE RD,36.08,-86.72,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,I,Non-Hispanic,RESIDENT
20230330705_11,20230330705,D,DISPATCHED,O,OPEN,Open,2023-06-05T21:00:00.000,2023-06-06T10:39:00.000,OLD DICKERSON PKE,36.29,-86.74,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230043784_11,20230043784,D,DISPATCHED,O,OPEN,Open,2023-01-21T12:58:00.000,2023-01-21T12:58:00.000,HERITAGE DR,36.26,-86.72,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230493128_11,20230493128,D,DISPATCHED,O,OPEN,Open,2023-08-20T14:00:00.000,2023-08-20T16:51:00.000,BRENTWOOD TER,36.05,-86.74,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230493128_12,20230493128,D,DISPATCHED,O,OPEN,Open,2023-08-20T14:00:00.000,2023-08-20T16:51:00.000,BRENTWOOD TER,36.05,-86.74,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,16,Unarmed,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230041760_11,20230041760,D,DISPATCHED,O,OPEN,Open,2023-01-03T13:00:00.000,2023-01-20T11:51:00.000,FRODO,36.06,-86.65,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230047764_11,20230047764,D,DISPATCHED,O,OPEN,Open,2023-01-23T11:00:00.000,2023-01-23T16:18:00.000,GEORGIA AV,36.16,-86.84,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230343019_11,20230343019,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-12T12:31:00.000,2023-06-12T16:48:00.000,113 113,36.1,-86.87,37205,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230354859_11,20230354859,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-06-17T16:52:00.000,2023-06-17T18:50:00.000,169 169,36.052,-86.657,37013,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,TRUE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230047401_11,20230047401,D,DISPATCHED,O,OPEN,Open,2023-01-15T12:00:00.000,2023-01-23T14:06:00.000,CLAYBORNE CT,36.09,-86.83,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230355571_21,20230355571,D,DISPATCHED,O,OPEN,Open,2023-06-17T12:00:00.000,2023-06-18T02:38:00.000,RICHARDS RD,36.07,-86.68,NA,90,APARTMENT,2,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,B,Non-Hispanic,RESIDENT
20230061215_11,20230061215,D,DISPATCHED,O,OPEN,Open,2023-01-29T20:50:00.000,2023-01-29T23:37:00.000,LINCOYA BAY DR,36.14,-86.62,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230356049_11,20230356049,D,DISPATCHED,O,OPEN,Open,2023-06-18T03:00:00.000,2023-06-18T09:28:00.000,N 8TH ST,36.18,-86.76,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230493140_11,20230493140,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-08-20T15:48:00.000,2023-08-20T23:25:00.000,810 810,36.071,-86.941,37221,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230477236_12,20230477236,D,DISPATCHED,O,OPEN,Open,2023-08-13T18:14:00.000,2023-08-13T20:18:00.000,HARDING PL,36.08,-86.71,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,2,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230493140_12,20230493140,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2023-08-20T15:48:00.000,2023-08-20T23:25:00.000,810 810,36.071,-86.941,37221,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,17,NONE,2,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230044571_11,20230044571,D,DISPATCHED,O,OPEN,Open,2023-01-21T15:00:00.000,2023-01-21T22:20:00.000,LEBANON,36.15,-86.72,NA,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230045380_11,20230045380,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,2023-01-22T07:00:00.000,2023-01-22T10:21:00.000,2606 2606,36.082,-86.901,37205,90,APARTMENT,1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230477236_11,20230477236,D,DISPATCHED,O,OPEN,Open,2023-08-13T18:14:00.000,2023-08-13T20:18:00.000,HARDING PL,36.08,-86.71,NA,22,"RESIDENCE, HOME",1,220,BURGLARY - AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Hispanic,RESIDENT
20230493128_13,20230493128,D,DISPATCHED,O,OPEN,Open,2023-08-20T14:00:00.000,2023-08-20T16:51:00.000,BRENTWOOD TER,36.05,-86.74,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,16,Unarmed,3,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Hispanic,RESIDENT
20230032450_11,20230032450,D,DISPATCHED,O,OPEN,Open,2023-01-16T14:10:00.000,2023-01-16T15:04:00.000,WELWORTH ST,36.28,-86.7,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,M,W,Non-Hispanic,RESIDENT
20230044136_11,20230044136,D,DISPATCHED,O,OPEN,Open,2023-01-18T20:00:00.000,2023-01-21T17:16:00.000,BELL RD,36.08,-86.63,NA,90,APARTMENT,1,220,BURGLARY - ESPECIALLY AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230046592_11,20230046592,D,DISPATCHED,O,OPEN,Open,2023-01-22T17:29:00.000,2023-01-23T03:57:00.000,MCGAVOCK PKE,36.16,-86.68,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,W,Non-Hispanic,RESIDENT
20230045823_11,20230045823,D,DISPATCHED,O,OPEN,Open,2023-01-22T17:09:00.000,2023-01-22T18:12:00.000,CREEKWOOD DR,36.23,-86.77,NA,90,APARTMENT,1,220,BURGLARY - AGGRAVATED,09,PERSONAL (HANDS),1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230355416_11,20230355416,D,DISPATCHED,O,OPEN,Open,2023-06-17T21:23:00.000,2023-06-18T00:59:00.000,JOSEPH AVE,36.18,-86.77,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,16,Unarmed,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,RESIDENT
20230041829_11,20230041829,D,DISPATCHED,O,OPEN,Open,2023-01-19T22:00:00.000,2023-01-20T13:05:00.000,JACKSON ST,36.17,-86.8,NA,22,"RESIDENCE, HOME",1,220,BURGLARY- AGGRAVATED,07,CLUB,1,FALSE,I,INDIVIDUAL (18 AND OVER),,F,B,Non-Hispanic,NON RESIDENT
